格式化站点编号,站点名称,等价站点,线路名称,线路方向,单程序号,经度,纬度,在主城区
032_U_21,新滨公园,['030_U_29'],32,上行,21,117.973421,37.379986,True
032_U_28,学苑花园,"['002_U_35', '030_U_38', '030_U_37', '002_U_36', '030_U_39']",32,上行,28,117.997961,37.387412,True
032_U_29,泰和家园,"['006_U_32', '002_U_33', '036_U_17', '002_U_32']",32,上行,29,117.997651,37.395501,True
033_U_05,新语华庭,"['036_U_03', '033_U_06']",33,上行,5,117.978727,37.421379,True
033_U_06,丽水花园,"['033_U_05', '036_U_03', '024_U_15']",33,上行,6,117.982719,37.421372,True
033_U_18,樊家巷农贸市场,"['022_U_42', '022_U_40', '101_U_25', '005_U_65']",33,上行,18,118.013464,37.383334,True
033_U_19,第三中学,"['018_U_19', '001_D_05', '001_D_06']",33,上行,19,118.018223,37.381653,True
036_U_01,安兴花园,[],36,上行,1,117.986157,37.427918,True
036_U_03,丽水花园西门,"['033_U_05', '024_U_14', '024_U_15', '033_U_06']",36,上行,3,117.981287,37.423837,True
036_U_08,阖裕花园,['024_U_11'],36,上行,8,117.966597,37.416834,True
036_U_09,大河新城,[],36,上行,9,117.973418,37.416828,True
036_U_10,滨州特殊教育学校,['036_U_11'],36,上行,10,117.981196,37.416822,True
036_U_11,康复培训中心,['036_U_10'],36,上行,11,117.983865,37.41684,True
036_U_17,东方文化商业街,"['002_U_32', '032_U_29', '036_U_18']",36,上行,17,118.000337,37.398182,True
036_U_18,李南蒲新区,"['005_U_61', '036_U_17']",36,上行,18,118.00397,37.398436,True
036_U_19,锦城大厦,"['005_U_61', '107_U_25', '005_U_60']",36,上行,19,118.008241,37.398766,True
036_U_28,第三小学,"['001_U_32', '001_U_33']",36,上行,28,118.030623,37.382554,True
081_U_18,武警支队教导队,"['081_U_19', '018_U_07']",81,上行,18,117.987726,37.361058,True
081_U_19,东岳家园南门,"['111_U_05', '018_U_10', '018_U_11', '081_U_18', '111_U_04']",81,上行,19,117.989744,37.363103,True
081_U_24,五岳广场,"['029_U_19', '030_U_36', '101_U_22']",81,上行,24,117.997756,37.378192,True
101_U_22,银座黄河店,"['029_U_19', '002_U_38', '002_U_37', '030_U_36', '081_U_24']",101,上行,22,117.999979,37.380269,True
101_U_23,彭李小区,"['002_U_38', '002_U_37', '029_U_20']",101,上行,23,118.004079,37.380587,True
101_U_24,彭李街道办事处,"['005_U_66', '018_U_18', '101_U_25', '005_U_65', '106_U_27']",101,上行,24,118.008167,37.380881,True
101_U_25,建设银行营业部,"['005_U_66', '033_U_18', '018_U_18', '101_U_24', '005_U_65']",101,上行,25,118.010732,37.38109,True
102_U_07,中海家苑,"['030_U_24', '017_U_17']",102,上行,7,117.947733,37.381912,True
102_U_08,房投置业广场,"['103_U_07', '103_U_08']",102,上行,8,117.952452,37.384922,True
102_U_09,金财苑小区,"['103_U_07', '102_U_10', '017_U_24', '017_U_25', '102_U_12', '103_U_08']",102,上行,9,117.959226,37.384577,True
102_U_10,交通花园,"['032_U_18', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '030_U_26', '102_U_12', '102_U_09']",102,上行,10,117.959984,37.383317,True
102_U_12,鑫苑小区,"['102_U_13', '102_U_10', '017_U_26', '017_U_23', '017_U_24', '017_U_25', '102_U_09']",102,上行,12,117.962894,37.384958,True
102_U_13,同馨家园,"['011_U_08', '017_U_27', '112_U_14', '011_U_09', '017_U_24', '017_U_25', '011_U_07', '102_U_12']",102,上行,13,117.965628,37.384957,True
102_U_17,黄河小区二区,"['017_U_30', '017_U_29', '030_U_30']",102,上行,17,117.974032,37.387312,True
102_U_28,实验初中部,"['005_U_67', '002_U_39', '002_U_40', '009_U_43']",102,上行,28,118.005808,37.373592,True
103_U_07,中海大厦,"['030_U_25', '102_U_08', '102_U_09', '103_U_08']",103,上行,7,117.95561,37.382871,True
103_U_08,金融大厦,"['103_U_07', '103_U_09', '102_U_08', '102_U_09']",103,上行,8,117.95554,37.38603,True
103_U_09,丽景新园,['103_U_08'],103,上行,9,117.957163,37.388098,True
105_U_07,新高都,"['107_U_10', '009_U_36', '105_U_08']",105,上行,7,117.962235,37.373208,True
105_U_08,金茂国际,"['017_U_21', '105_U_07', '017_U_20', '107_U_11', '107_U_10']",105,上行,8,117.962215,37.375871,True
105_U_14,文馨家园,"['006_U_27', '017_U_25', '017_U_26']",105,上行,14,117.96227,37.39005,True
105_U_18,奥体中心,"['011_U_04', '105_U_19']",105,上行,18,117.970119,37.401062,True
105_U_19,滨州市博物馆,"['105_U_18', '106_U_15', '105_U_20']",105,上行,19,117.970377,37.403741,True
105_U_20,劳动小区,"['106_U_15', '105_U_21', '105_U_19']",105,上行,20,117.970778,37.407638,True
105_U_21,新庄居委会,"['106_U_15', '105_U_22', '105_U_20']",105,上行,21,117.974246,37.409429,True
105_U_22,张课居委会,"['105_U_23', '105_U_21']",105,上行,22,117.976078,37.408165,True
105_U_23,滨州市科技馆,['105_U_22'],105,上行,23,117.977988,37.405923,True
105_U_29,绿茵四季花城,"['002_U_26', '007_U_04', '113_U_28']",105,上行,29,118.012699,37.414158,True
105_U_30,滨南作业大队,"['001_U_25', '001_U_26', '113_U_29']",105,上行,30,118.018382,37.414567,True
106_U_05,北街家苑一区,['017_U_15'],106,上行,5,117.936698,37.382533,True
106_U_06,耀华大厦,[],106,上行,6,117.936867,37.387753,True
106_U_07,中海新苑,[],106,上行,7,117.93708,37.392847,True
106_U_08,实验学校西校区,[],106,上行,8,117.937093,37.39843,True
106_U_09,聚龙花园,['106_U_10'],106,上行,9,117.937162,37.403325,True
106_U_10,大尚家苑,"['106_U_11', '106_U_09']",106,上行,10,117.940238,37.4058,True
106_U_11,莲华学园,['106_U_10'],106,上行,11,117.944093,37.405803,True
106_U_12,东尚家苑,[],106,上行,12,117.9485,37.405842,True
106_U_13,会展中心,[],106,上行,13,117.955532,37.405826,True
106_U_14,望海花园,['006_U_23'],106,上行,14,117.965391,37.405844,True
106_U_15,滨州市图书馆,"['105_U_21', '105_U_19', '105_U_20']",106,上行,15,117.972605,37.405857,True
106_U_26,市司法局宿舍,"['002_U_36', '002_U_37', '030_U_39']",106,上行,26,118.002332,37.384376,True
106_U_27,彭集街道安民社区,"['005_U_64', '005_U_65', '030_U_40', '101_U_24']",106,上行,27,118.007045,37.384715,True
106_U_36,五四鑫苑,"['010_U_53', '103_U_31', '106_D_02', '006_U_44', '011_U_30', '106_U_37']",106,上行,36,118.031479,37.371705,True
107_U_10,西城华府,"['017_U_22', '017_U_21', '105_U_07', '017_U_20', '107_U_11', '105_U_08']",107,上行,10,117.963263,37.377005,True
107_U_11,国际大厦,"['011_U_11', '017_U_21', '011_U_10', '107_U_10', '105_U_08']",107,上行,11,117.965435,37.377017,True
107_U_12,至尊门第,"['011_U_11', '011_U_10', '030_U_28']",107,上行,12,117.969685,37.377049,True
107_U_13,湾刘小区,"['030_U_32', '003_U_04']",107,上行,13,117.980822,37.376597,True
107_U_25,锦程大厦,"['005_U_61', '005_U_60', '036_U_19']",107,上行,25,118.008092,37.398775,True
107_U_26,怡海小区,"['007_U_07', '026_U_47', '007_U_08']",107,上行,26,118.015154,37.399332,True
108_U_02,中海清瑞,[],108,上行,2,117.936048,37.361938,True
108_U_03,秦皇河社区,[],108,上行,3,117.936054,37.356237,True
109_U_15,四环五海公司,[],109,上行,15,117.912353,37.396689,True
109_U_16,中梁首府,['109_U_17'],109,上行,16,117.92162,37.395912,True
109_U_17,中海小学,['109_U_16'],109,上行,17,117.92371,37.392988,True
109_U_18,华翔苑,[],109,上行,18,117.923723,37.386187,True
111_U_02,亚泰商贸城,"['012_U_32', '011_U_16', '010_U_42', '011_U_14']",111,上行,2,117.974348,37.366027,True
111_U_04,市公安局,"['111_U_05', '081_U_19']",111,上行,4,117.988276,37.366165,True
111_U_05,东岳家园北门,"['018_U_11', '081_U_19', '111_U_04']",111,上行,5,117.989905,37.36632,True
111_D_33,市海洋发展渔业局,"['011_U_15', '011_U_16']",111,下行,33,117.979468,37.363119,True
112_U_05,南街家苑,"['009_U_33', '017_U_18', '017_U_17', '010_U_36']",112,上行,5,117.947206,37.374475,True
112_U_14,市实验幼儿园,"['011_U_08', '102_U_13', '011_U_09', '011_U_07', '017_U_28']",112,上行,14,117.969454,37.384967,True
112_U_19,田园牧歌,"['112_U_21', '006_U_31', '112_U_20']",112,上行,19,117.991996,37.39422,True
112_U_20,新河金都,"['112_U_21', '112_U_19']",112,上行,20,117.99199,37.396276,True
112_U_21,第六中学,"['112_U_20', '112_U_19']",112,上行,21,117.99319,37.397967,True
112_U_26,宝安驾校,"['112_D_07', '024_U_16']",112,上行,26,117.994215,37.425838,True
112_U_27,北海新城,['112_D_07'],112,上行,27,117.993244,37.429746,True
112_D_07,市车管所,"['112_U_26', '112_U_27']",112,下行,7,117.993443,37.427963,True
113_U_25,麒麟阁,"['026_U_51', '002_U_30']",113,上行,25,117.998144,37.406045,True
113_U_28,福佑佳苑,"['105_U_29', '007_U_04']",113,上行,28,118.013232,37.410679,True
113_U_29,公交总公司北门,"['012_U_12', '105_U_30', '001_U_26']",113,上行,29,118.01831,37.411023,True
113_U_30,东王新苑,[],113,上行,30,118.023776,37.411433,True
113_D_37,秦皇河公园,"['025_U_26', '025_U_25']",113,下行,37,117.944094,37.35013,True
