格式化上车站点编号,格式化下车站点编号,一天内刷卡数
009_U_44,007_U_15,6
009_U_44,009_U_01,1
009_U_44,009_U_13,3
009_U_44,009_U_28,1
009_U_44,009_U_30,1
009_U_44,009_U_32,1
009_U_44,009_U_33,5
009_U_44,009_U_35,6
009_U_44,009_U_36,1
009_U_44,009_U_37,3
009_U_44,009_U_38,18
009_U_44,009_U_40,4
009_U_44,009_U_41,1
009_U_44,009_U_42,1
009_U_44,009_U_43,3
009_U_44,009_U_45,2
009_U_44,009_U_46,3
009_U_44,009_U_47,2
009_U_44,010_U_14,2
009_U_44,010_U_25,2
009_U_44,010_U_27,1
009_U_44,010_U_28,1
009_U_44,010_U_33,3
009_U_44,010_U_41,4
009_U_44,010_U_42,2
009_U_44,011_U_01,3
009_U_44,011_U_02,4
009_U_44,011_U_09,1
009_U_44,011_U_14,2
009_U_44,011_U_15,4
009_U_44,011_U_16,3
009_U_44,011_U_31,2
009_U_44,011_U_35,3
009_U_44,012_U_13,1
009_U_44,016_U_01,2
009_U_44,016_U_06,1
009_U_44,016_U_10,4
009_U_44,018_U_34,1
009_U_44,027_U_01,1
009_U_44,028_U_01,1
009_U_44,028_U_03,5
009_U_44,028_U_05,1
009_U_44,028_U_07,13
009_U_44,037_U_20,2
009_U_45,001_D_04,8
009_U_45,001_D_05,2
009_U_45,001_D_06,1
009_U_45,001_U_25,1
009_U_45,001_U_26,2
009_U_45,002_U_42,1
009_U_45,003_U_05,3
009_U_45,003_U_06,2
009_U_45,004_U_12,1
009_U_45,004_U_32,1
009_U_45,007_U_15,2
009_U_45,009_U_17,1
009_U_45,009_U_25,1
009_U_45,009_U_32,1
009_U_45,009_U_33,5
009_U_45,009_U_37,6
009_U_45,009_U_38,4
009_U_45,009_U_39,5
009_U_45,009_U_40,3
009_U_45,009_U_41,1
009_U_45,009_U_42,2
009_U_45,009_U_43,6
009_U_45,009_U_44,3
009_U_45,010_U_03,1
009_U_45,010_U_14,4
009_U_45,010_U_18,2
009_U_45,010_U_25,3
009_U_45,010_U_33,1
009_U_45,010_U_38,1
009_U_45,010_U_41,2
009_U_45,011_D_37,2
009_U_45,011_U_03,5
009_U_45,011_U_05,1
009_U_45,011_U_11,1
009_U_45,011_U_15,2
009_U_45,011_U_16,6
009_U_45,011_U_17,1
009_U_45,011_U_35,1
009_U_45,011_U_36,2
009_U_45,012_U_13,2
009_U_45,012_U_32,11
009_U_45,016_U_03,1
009_U_45,016_U_10,3
009_U_45,028_U_01,3
009_U_45,028_U_07,5
009_U_45,037_U_18,1
009_U_45,105_D_06,1
009_U_45,111_U_35,1
009_U_46,001_D_04,7
009_U_46,001_D_05,3
009_U_46,005_U_64,2
009_U_46,006_U_29,2
009_U_46,006_U_30,1
009_U_46,006_U_33,2
009_U_46,007_U_15,2
009_U_46,009_U_44,3
009_U_46,009_U_47,1
009_U_46,010_U_14,2
009_U_46,010_U_18,1
009_U_46,017_U_28,2
009_U_46,022_U_02,4
009_U_46,022_U_03,2
009_U_46,022_U_13,3
009_U_46,022_U_18,1
009_U_46,022_U_22,1
009_U_46,022_U_26,2
009_U_46,022_U_32,3
009_U_46,026_U_45,1
009_U_46,103_U_09,1
009_U_46,103_U_31,1
009_U_46,109_U_02,1
009_U_47,001_D_04,19
009_U_47,001_D_05,2
009_U_47,001_U_26,1
009_U_47,005_U_64,4
009_U_47,006_U_32,1
009_U_47,006_U_33,1
009_U_47,007_U_15,5
009_U_47,009_U_03,2
009_U_47,009_U_08,4
009_U_47,009_U_15,1
009_U_47,009_U_33,1
009_U_47,009_U_44,4
009_U_47,009_U_46,3
009_U_47,010_U_12,1
009_U_47,010_U_14,1
009_U_47,010_U_15,1
009_U_47,010_U_16,1
009_U_47,010_U_54,1
009_U_47,011_U_35,3
009_U_47,017_U_27,1
009_U_47,022_U_02,1
009_U_47,022_U_03,5
009_U_47,022_U_15,1
009_U_47,022_U_20,1
009_U_47,022_U_26,2
009_U_47,022_U_30,1
009_U_47,022_U_40,2
009_U_47,026_U_45,2
009_U_47,103_U_09,3
009_U_47,103_U_31,2
010_D_29,001_U_34,1
010_D_29,003_U_05,1
010_D_29,006_U_41,1
010_D_29,027_U_13,1
010_D_29,030_U_14,1
010_D_29,030_U_28,1
010_D_29,030_U_32,1
010_U_02,009_U_45,1
010_U_13,010_U_38,2
010_U_14,009_U_47,1
010_U_15,009_U_38,1
010_U_15,009_U_47,1
010_U_16,010_U_33,1
010_U_17,009_U_33,1
010_U_17,009_U_45,1
010_U_17,009_U_46,1
010_U_18,009_U_45,1
010_U_20,009_U_33,2
010_U_20,009_U_39,1
010_U_20,010_U_26,2
010_U_21,009_U_33,1
010_U_21,009_U_44,1
010_U_23,009_U_47,1
010_U_24,001_D_04,13
010_U_24,009_U_33,1
010_U_24,009_U_46,1
010_U_25,001_D_04,6
010_U_25,001_U_34,1
010_U_25,006_U_41,1
010_U_25,009_U_33,2
010_U_25,009_U_36,2
010_U_25,009_U_44,1
010_U_25,009_U_45,3
010_U_25,009_U_47,1
010_U_25,010_U_31,1
010_U_25,030_U_36,2
010_U_26,009_U_47,1
010_U_27,001_D_04,3
010_U_27,006_U_41,1
010_U_27,006_U_44,1
010_U_27,009_U_33,1
010_U_27,009_U_44,1
010_U_27,010_U_31,1
010_U_27,010_U_33,1
010_U_28,001_D_04,1
010_U_28,003_U_05,1
010_U_28,009_U_36,1
010_U_28,009_U_43,1
010_U_28,009_U_44,1
010_U_28,009_U_46,1
010_U_28,010_U_33,1
010_U_28,028_U_01,2
010_U_28,028_U_07,1
010_U_29,001_D_04,2
010_U_29,006_U_41,1
010_U_29,009_U_33,3
010_U_29,009_U_41,1
010_U_31,001_D_05,2
010_U_31,004_U_32,2
010_U_31,009_U_28,1
010_U_31,010_U_25,1
010_U_31,010_U_27,1
010_U_31,010_U_32,1
010_U_31,016_U_10,1
010_U_31,028_U_05,1
010_U_31,028_U_07,6
010_U_31,030_U_34,1
010_U_31,033_U_19,3
010_U_31,101_U_23,1
010_U_32,001_D_04,4
010_U_32,009_U_38,1
010_U_32,009_U_40,2
010_U_32,009_U_42,1
010_U_32,010_U_31,1
010_U_32,028_U_03,3
010_U_32,028_U_07,2
010_U_32,030_U_34,1
010_U_32,101_U_22,1
010_U_32,101_U_25,1
010_U_33,001_D_04,1
010_U_33,001_D_05,1
010_U_33,004_U_32,1
010_U_33,006_U_41,1
010_U_33,007_U_15,2
010_U_33,009_U_33,4
010_U_33,009_U_41,6
010_U_33,009_U_44,3
010_U_33,009_U_45,1
010_U_33,010_U_14,1
010_U_33,010_U_27,1
010_U_33,010_U_28,1
010_U_33,010_U_39,2
010_U_33,016_U_10,3
010_U_33,017_U_01,1
010_U_33,028_U_01,2
010_U_33,028_U_04,1
010_U_33,028_U_07,1
010_U_33,033_U_19,4
010_U_33,101_U_22,1
010_U_33,101_U_23,1
010_U_36,010_U_37,1
010_U_37,009_U_43,1
010_U_37,009_U_44,2
010_U_37,009_U_46,1
010_U_37,010_U_16,1
010_U_37,010_U_36,1
010_U_38,010_U_14,2
010_U_39,010_U_25,1
010_U_40,010_U_14,1
010_U_40,010_U_33,2
010_U_41,001_D_04,4
010_U_41,001_U_34,1
010_U_41,009_U_33,1
010_U_41,009_U_40,1
010_U_41,009_U_42,1
010_U_41,009_U_43,4
010_U_41,009_U_44,6
010_U_41,009_U_45,2
010_U_41,010_U_14,1
010_U_41,011_U_01,1
010_U_41,011_U_03,2
010_U_41,011_U_10,2
010_U_41,011_U_14,3
010_U_41,011_U_17,2
010_U_41,011_U_36,1
010_U_42,010_U_14,1
010_U_53,001_D_03,1
010_U_53,001_D_04,4
010_U_53,002_U_30,1
010_U_53,005_U_64,1
010_U_53,009_U_47,2
010_U_53,022_U_02,8
010_U_53,022_U_05,1
010_U_53,022_U_09,3
010_U_53,022_U_13,4
010_U_53,022_U_19,1
010_U_53,022_U_22,2
010_U_53,022_U_24,2
010_U_53,022_U_30,1
010_U_53,022_U_32,3
010_U_53,022_U_40,1
010_U_53,022_U_42,2
010_U_53,106_U_06,1
010_U_53,109_U_11,1
010_U_54,009_U_42,1
010_U_54,010_U_53,1
011_D_02,011_U_08,1
011_D_02,011_U_16,1
011_D_02,011_U_30,2
011_D_02,022_U_02,3
011_D_02,022_U_16,1
011_D_02,022_U_40,1
011_D_03,004_U_31,5
011_D_03,007_U_17,1
011_D_03,009_U_45,1
011_D_03,011_D_04,2
011_D_03,011_D_05,1
011_D_03,011_U_30,1
011_D_04,001_D_04,1
011_D_04,001_U_34,1
011_D_04,004_U_31,9
011_D_04,009_U_44,1
011_D_04,009_U_45,1
011_D_04,011_D_07,1
011_D_04,011_U_11,1
011_D_04,011_U_30,1
011_D_05,001_U_34,1
011_D_05,004_U_31,3
011_D_05,007_U_15,2
011_D_05,009_U_43,1
011_D_05,011_U_01,1
011_D_05,011_U_30,2
011_D_06,001_D_04,6
011_D_06,001_D_06,1
011_D_06,001_U_25,1
011_D_06,004_U_31,2
011_D_06,009_U_46,2
011_D_06,009_U_47,1
011_D_06,010_U_53,4
011_D_06,011_U_30,3
011_D_06,022_U_12,1
011_D_06,022_U_19,1
011_D_06,022_U_29,1
011_D_07,001_D_05,1
011_D_07,001_D_06,1
011_D_07,004_U_31,6
011_D_07,011_U_33,1
011_D_37,002_U_28,1
011_D_37,017_U_21,2
011_D_37,026_U_55,1
011_D_37,029_U_31,1
011_D_37,105_U_20,6
011_D_37,105_U_21,1
011_U_01,001_D_04,4
011_U_01,004_U_32,3
011_U_01,009_U_40,1
011_U_01,009_U_42,1
011_U_01,009_U_44,2
011_U_01,011_U_03,1
011_U_01,011_U_04,1
011_U_01,011_U_05,2
011_U_01,011_U_06,4
011_U_01,011_U_07,5
011_U_01,011_U_09,1
011_U_01,011_U_11,1
011_U_01,011_U_12,1
011_U_01,011_U_33,1
011_U_01,017_U_01,1
011_U_01,017_U_27,3
011_U_01,017_U_28,1
011_U_01,017_U_30,1
011_U_02,007_U_15,1
011_U_02,009_U_44,4
011_U_02,011_U_07,1
011_U_02,011_U_11,1
011_U_02,011_U_14,1
011_U_02,017_U_27,1
011_U_03,009_U_41,2
011_U_03,009_U_45,5
011_U_03,011_U_01,1
011_U_03,011_U_06,1
011_U_03,011_U_10,1
011_U_03,011_U_12,2
011_U_03,017_U_26,2
011_U_04,001_D_04,1
011_U_04,009_U_45,2
011_U_04,011_U_10,1
011_U_04,011_U_11,1
011_U_04,011_U_15,1
011_U_04,011_U_17,1
011_U_05,001_D_04,3
011_U_05,002_U_29,2
011_U_05,009_U_35,1
011_U_05,009_U_42,1
011_U_05,009_U_45,1
011_U_05,011_U_01,1
011_U_05,011_U_14,3
011_U_05,017_U_22,2
011_U_05,017_U_37,1
011_U_05,018_U_35,1
011_U_05,026_U_55,3
011_U_05,105_U_14,3
011_U_05,105_U_20,2
011_U_05,105_U_21,3
011_U_05,105_U_30,3
011_U_05,105_U_40,2
011_U_06,004_U_32,1
011_U_06,009_U_42,1
011_U_06,009_U_43,1
011_U_06,011_U_01,4
011_U_06,011_U_11,2
011_U_06,011_U_14,3
011_U_06,011_U_15,3
011_U_06,011_U_17,1
011_U_07,003_U_06,1
011_U_07,009_U_43,2
011_U_07,011_U_10,1
011_U_07,011_U_14,2
011_U_07,011_U_15,3
011_U_07,011_U_17,1
011_U_07,011_U_36,1
011_U_07,017_U_24,1
011_U_07,017_U_28,1
011_U_07,020_U_19,1
011_U_07,030_U_30,2
011_U_07,101_U_22,2
011_U_07,102_U_08,1
011_U_07,102_U_13,1
011_U_08,009_U_43,1
011_U_08,009_U_44,1
011_U_08,011_U_01,2
011_U_08,011_U_02,1
011_U_09,001_D_04,1
011_U_09,009_U_41,1
011_U_09,009_U_44,1
011_U_09,011_U_01,1
011_U_10,002_U_31,1
011_U_10,004_U_32,1
011_U_10,011_U_03,1
011_U_10,011_U_05,2
011_U_10,011_U_08,1
011_U_10,011_U_12,4
011_U_10,011_U_14,1
011_U_10,017_U_16,1
011_U_10,030_U_35,1
011_U_10,033_U_19,5
011_U_10,101_U_23,1
011_U_10,101_U_25,2
011_U_11,001_D_04,1
011_U_11,009_U_39,1
011_U_11,009_U_40,1
011_U_11,009_U_45,5
011_U_11,011_D_37,1
011_U_11,011_U_01,2
011_U_11,011_U_02,1
011_U_11,011_U_07,2
011_U_11,011_U_14,2
011_U_11,011_U_17,2
011_U_11,011_U_35,1
011_U_12,009_U_43,1
011_U_12,011_U_01,1
011_U_12,011_U_05,1
011_U_12,011_U_10,1
011_U_14,001_D_04,19
011_U_14,001_D_05,6
011_U_14,001_U_26,4
011_U_14,001_U_34,1
011_U_14,004_U_12,2
011_U_14,004_U_13,3
011_U_14,004_U_14,2
011_U_14,004_U_15,1
011_U_14,004_U_18,1
011_U_14,004_U_27,2
011_U_14,004_U_32,2
011_U_14,006_U_38,2
011_U_14,007_U_08,1
011_U_14,007_U_09,5
011_U_14,007_U_15,6
011_U_14,009_U_39,3
011_U_14,009_U_40,3
011_U_14,009_U_41,3
011_U_14,009_U_42,4
011_U_14,009_U_44,7
011_U_14,009_U_45,6
011_U_14,010_U_41,2
011_U_14,011_U_02,1
011_U_14,011_U_05,2
011_U_14,011_U_07,2
011_U_14,011_U_10,1
011_U_14,011_U_11,2
011_U_14,011_U_15,22
011_U_14,011_U_17,2
011_U_14,012_U_07,3
011_U_14,012_U_30,1
011_U_14,020_U_27,1
011_U_14,107_U_38,1
011_U_15,001_D_04,4
011_U_15,004_U_14,1
011_U_15,004_U_32,1
011_U_15,009_U_40,2
011_U_15,009_U_42,1
011_U_15,009_U_45,2
011_U_15,011_U_05,1
011_U_15,011_U_08,1
011_U_15,011_U_17,2
011_U_15,011_U_36,1
011_U_16,001_D_04,10
011_U_16,001_D_05,2
011_U_16,001_U_25,2
011_U_16,004_U_14,1
011_U_16,004_U_16,1
011_U_16,004_U_19,1
011_U_16,004_U_27,3
011_U_16,007_U_07,1
011_U_16,007_U_09,5
011_U_16,007_U_15,1
011_U_16,009_U_42,2
011_U_16,009_U_43,1
011_U_16,009_U_44,4
011_U_16,009_U_45,4
011_U_16,011_D_37,1
011_U_16,011_U_01,1
011_U_16,011_U_07,2
011_U_16,011_U_08,3
011_U_16,011_U_11,1
011_U_16,011_U_15,1
011_U_16,012_U_13,1
011_U_17,001_D_04,1
011_U_17,001_U_34,1
011_U_17,009_U_40,2
011_U_17,009_U_43,2
011_U_17,009_U_44,5
011_U_17,009_U_45,5
011_U_17,010_U_41,1
011_U_17,011_D_37,1
011_U_17,011_U_08,1
011_U_17,011_U_11,2
011_U_17,011_U_15,1
011_U_17,011_U_16,1
011_U_17,011_U_31,2
011_U_30,001_D_04,1
011_U_30,004_U_31,1
011_U_30,007_U_15,1
011_U_30,009_U_46,2
011_U_30,011_U_12,2
011_U_30,011_U_17,1
011_U_30,011_U_31,1
011_U_30,011_U_33,1
011_U_30,011_U_35,4
011_U_30,017_U_30,2
011_U_30,033_U_18,1
011_U_31,001_D_04,1
011_U_31,006_U_30,1
011_U_31,009_U_46,1
011_U_31,009_U_47,1
011_U_31,011_U_30,1
011_U_32,001_U_34,1
011_U_32,004_U_31,6
011_U_32,007_U_15,1
011_U_32,009_U_43,1
011_U_32,009_U_44,1
011_U_32,011_U_07,1
011_U_32,011_U_17,2
011_U_32,011_U_30,1
011_U_32,011_U_35,1
011_U_32,011_U_36,1
011_U_33,004_U_31,2
011_U_33,009_U_43,1
011_U_33,009_U_44,2
011_U_33,011_U_30,2
011_U_35,001_D_04,1
011_U_37,004_U_31,1
011_U_37,009_U_42,1
011_U_37,009_U_45,1
011_U_37,011_D_07,1
012_U_01,001_D_04,3
012_U_01,001_D_05,14
012_U_01,001_D_06,25
012_U_01,001_U_25,2
012_U_01,003_U_07,1
012_U_01,004_U_12,7
012_U_01,004_U_14,1
012_U_01,004_U_15,1
012_U_01,004_U_19,2
012_U_01,004_U_27,6
012_U_01,006_U_38,5
012_U_01,007_U_07,2
012_U_01,007_U_08,4
012_U_01,007_U_09,1
012_U_01,007_U_15,10
012_U_01,009_U_35,1
012_U_01,009_U_40,1
012_U_01,009_U_43,1
012_U_01,009_U_44,4
012_U_01,009_U_45,1
012_U_01,012_U_07,7
012_U_01,012_U_12,1
012_U_01,012_U_13,1
012_U_01,012_U_32,5
012_U_01,016_U_10,1
012_U_01,017_U_21,1
012_U_01,017_U_37,1
012_U_01,029_U_31,1
012_U_01,105_U_14,1
012_U_01,105_U_19,1
012_U_01,105_U_29,2
012_U_07,001_D_04,1
012_U_07,001_D_05,7
012_U_07,001_D_06,5
012_U_07,001_U_25,1
012_U_07,004_U_13,1
012_U_07,004_U_14,1
012_U_07,004_U_27,1
012_U_07,007_U_15,2
012_U_07,009_U_42,1
012_U_07,009_U_44,1
012_U_07,012_U_12,2
012_U_07,012_U_32,1
012_U_12,001_D_06,5
012_U_12,001_U_29,1
012_U_12,002_U_33,2
012_U_12,002_U_34,1
012_U_12,002_U_37,1
012_U_12,003_D_05,1
012_U_12,003_U_01,2
012_U_12,003_U_03,2
012_U_12,004_U_12,1
012_U_12,004_U_16,1
012_U_12,004_U_18,1
012_U_12,006_U_38,1
012_U_12,007_U_07,1
012_U_12,007_U_08,2
012_U_12,007_U_15,3
012_U_12,009_U_43,2
012_U_12,009_U_45,1
012_U_12,012_U_07,2
012_U_12,012_U_13,5
012_U_12,016_U_10,4
012_U_12,017_U_19,1
012_U_12,023_U_24,1
012_U_12,036_U_18,2
012_U_12,107_U_11,2
012_U_12,107_U_12,1
012_U_12,107_U_25,6
012_U_13,001_D_05,3
012_U_13,001_D_06,4
012_U_13,001_U_26,1
012_U_13,001_U_29,2
012_U_13,002_U_33,1
012_U_13,002_U_37,2
012_U_13,004_U_13,1
012_U_13,004_U_18,1
012_U_13,004_U_27,1
012_U_13,006_U_38,2
012_U_13,007_U_08,1
012_U_13,009_U_32,1
012_U_13,009_U_33,1
012_U_13,009_U_44,1
012_U_13,011_U_16,1
012_U_13,012_U_12,1
012_U_13,016_U_10,3
012_U_13,017_U_20,1
012_U_13,036_U_18,1
012_U_30,001_D_04,2
012_U_30,001_D_05,2
012_U_30,006_U_38,2
012_U_30,012_U_13,1
013_U_08,001_U_25,1
013_U_08,004_U_19,1
013_U_09,001_U_32,1
013_U_09,001_U_34,1
013_U_16,013_U_21,1
013_U_17,001_U_27,1
014_U_11,001_D_05,2
014_U_11,004_U_32,1
014_U_12,001_U_15,1
015_U_02,001_U_32,1
015_U_03,001_U_24,1
015_U_05,001_U_27,1
015_U_05,001_U_32,1
015_U_06,001_U_20,2
015_U_06,001_U_22,2
015_U_06,001_U_29,2
015_U_09,001_U_27,1
015_U_09,005_U_24,1
016_D_05,001_D_04,1
016_D_05,001_D_05,1
016_D_05,001_D_06,1
016_D_05,003_U_05,1
016_D_05,003_U_06,2
016_D_05,009_U_38,1
016_D_05,009_U_39,3
016_D_05,009_U_41,1
016_D_05,009_U_42,1
016_U_01,003_U_07,3
016_U_01,009_U_44,2
016_U_01,016_U_10,1
016_U_03,003_U_07,2
016_U_03,009_U_45,1
016_U_03,016_U_05,3
016_U_04,003_U_07,3
016_U_04,009_U_35,1
016_U_04,016_U_10,1
016_U_05,003_U_05,1
016_U_05,003_U_07,3
016_U_06,003_U_07,3
016_U_06,009_U_43,1
016_U_06,009_U_44,1
016_U_06,016_U_10,1
016_U_07,003_U_05,1
016_U_07,003_U_07,3
016_U_07,009_U_33,1
016_U_08,003_U_07,2
016_U_08,009_U_41,1
016_U_08,009_U_43,1
016_U_08,009_U_45,1
016_U_08,016_U_10,1
016_U_10,001_D_03,2
016_U_10,001_D_04,3
016_U_10,001_D_05,3
016_U_10,001_D_06,1
016_U_10,001_U_34,4
016_U_10,003_U_06,2
016_U_10,009_U_39,1
016_U_10,009_U_43,1
016_U_10,009_U_44,4
016_U_10,011_U_07,1
016_U_10,023_U_33,2
016_U_10,023_U_34,2
016_U_10,029_U_31,1
016_U_10,033_U_19,2
016_U_10,036_U_29,1
016_U_10,101_U_22,4
016_U_10,102_U_13,1
016_U_10,102_U_28,1
016_U_10,112_U_19,1
017_U_01,010_U_29,1
017_U_01,017_U_15,1
017_U_01,017_U_24,1
017_U_01,017_U_36,5
017_U_01,024_U_16,1
017_U_01,029_U_17,2
017_U_03,009_U_30,1
017_U_03,017_U_36,2
017_U_04,017_U_15,1
017_U_05,017_U_15,2
017_U_05,017_U_27,1
017_U_07,017_U_17,1
017_U_12,009_U_38,1
017_U_15,001_D_05,2
017_U_15,002_U_39,2
017_U_15,004_U_32,6
017_U_15,009_U_28,1
017_U_15,009_U_31,1
017_U_15,017_U_04,1
017_U_15,017_U_16,1
017_U_15,017_U_29,2
017_U_15,020_U_21,1
017_U_15,020_U_22,2
017_U_15,023_U_33,1
017_U_15,023_U_34,7
017_U_15,030_U_25,1
017_U_15,030_U_32,1
017_U_15,030_U_33,1
017_U_15,030_U_35,1
017_U_15,032_U_21,1
017_U_15,033_U_19,5
017_U_15,101_U_22,3
017_U_15,101_U_25,4
017_U_15,102_U_09,3
017_U_15,102_U_12,1
017_U_16,001_D_05,1
017_U_16,010_U_33,1
017_U_16,016_U_10,1
017_U_16,017_U_07,2
017_U_16,017_U_37,2
017_U_16,020_U_19,1
017_U_16,028_U_02,1
017_U_16,030_U_16,2
017_U_16,033_U_19,4
017_U_16,101_U_23,1
017_U_17,003_U_07,1
017_U_17,016_U_10,1
017_U_17,017_U_08,1
017_U_17,017_U_18,1
017_U_17,017_U_25,1
017_U_17,017_U_26,4
017_U_17,017_U_27,1
017_U_17,017_U_29,1
017_U_17,018_U_01,2
017_U_17,025_U_31,2
017_U_17,030_U_41,5
017_U_17,030_U_45,1
017_U_17,102_U_07,1
017_U_17,102_U_12,1
017_U_17,102_U_17,1
017_U_17,108_U_03,1
017_U_17,112_U_14,2
017_U_17,112_U_26,1
017_U_17,112_U_28,1
017_U_18,001_D_05,1
017_U_18,006_U_30,1
017_U_18,006_U_31,1
017_U_18,011_U_03,1
017_U_18,017_U_26,4
017_U_18,017_U_27,1
017_U_18,017_U_28,2
017_U_18,017_U_29,2
017_U_18,018_U_01,1
017_U_18,025_U_26,2
017_U_18,025_U_29,2
017_U_18,030_U_41,2
017_U_18,030_U_45,1
017_U_18,032_U_28,1
017_U_18,102_U_07,2
017_U_18,102_U_08,1
017_U_18,103_U_08,1
017_U_18,108_U_03,2
017_U_19,001_U_27,1
017_U_19,002_U_35,1
017_U_19,003_U_03,1
017_U_19,011_U_02,1
017_U_19,016_U_10,3
017_U_19,017_U_20,1
017_U_19,029_U_19,3
017_U_19,101_U_22,2
017_U_19,107_U_12,1
017_U_20,001_U_29,1
017_U_20,002_U_34,1
017_U_20,009_U_33,1
017_U_20,012_U_13,1
017_U_20,016_U_10,2
017_U_20,017_U_21,1
017_U_20,017_U_25,1
017_U_20,029_U_19,3
017_U_20,107_U_10,1
017_U_20,107_U_12,1
017_U_20,107_U_13,1
017_U_20,107_U_26,2
017_U_20,107_U_38,1
017_U_21,001_U_22,1
017_U_21,001_U_26,1
017_U_21,009_U_33,2
017_U_21,011_U_05,2
017_U_21,017_U_37,1
017_U_21,026_U_55,1
017_U_21,029_U_31,1
017_U_21,105_U_08,1
017_U_21,105_U_18,1
017_U_21,105_U_19,1
017_U_21,105_U_21,1
017_U_21,105_U_23,1
017_U_21,105_U_29,1
017_U_21,105_U_30,1
017_U_22,009_U_35,1
017_U_22,017_U_24,1
017_U_23,017_U_21,1
017_U_23,029_U_31,1
017_U_24,001_D_04,1
017_U_24,002_U_39,1
017_U_24,003_U_07,1
017_U_24,009_U_33,1
017_U_24,016_U_10,1
017_U_24,017_U_21,2
017_U_24,017_U_25,1
017_U_24,017_U_29,1
017_U_24,017_U_30,1
017_U_24,018_U_35,1
017_U_24,023_U_34,2
017_U_24,026_U_55,2
017_U_24,030_U_29,1
017_U_24,102_U_07,1
017_U_24,102_U_08,2
017_U_24,102_U_17,1
017_U_24,102_U_28,1
017_U_24,105_U_08,2
017_U_24,105_U_18,2
017_U_24,105_U_21,4
017_U_24,105_U_34,1
017_U_24,112_U_19,2
017_U_25,001_U_22,1
017_U_25,009_U_33,1
017_U_25,011_U_03,2
017_U_25,017_U_01,1
017_U_25,017_U_23,1
017_U_25,017_U_24,4
017_U_25,017_U_37,5
017_U_25,018_U_35,1
017_U_25,026_U_55,1
017_U_25,029_U_31,1
017_U_25,105_U_07,1
017_U_25,105_U_08,4
017_U_25,105_U_18,1
017_U_25,105_U_20,3
017_U_25,105_U_23,1
017_U_25,105_U_30,2
017_U_25,105_U_34,1
017_U_25,105_U_40,2
017_U_26,001_D_04,1
017_U_26,001_D_05,1
017_U_26,001_D_06,4
017_U_26,003_U_05,1
017_U_26,003_U_07,1
017_U_26,005_U_64,1
017_U_26,006_U_29,2
017_U_26,006_U_30,1
017_U_26,006_U_31,4
017_U_26,006_U_35,2
017_U_26,007_U_15,2
017_U_26,009_U_47,2
017_U_26,011_U_02,1
017_U_26,011_U_03,1
017_U_26,017_U_16,1
017_U_26,017_U_17,4
017_U_26,017_U_18,4
017_U_26,017_U_28,2
017_U_26,017_U_36,7
017_U_26,017_U_37,2
017_U_26,018_U_01,2
017_U_26,022_U_40,3
017_U_26,025_U_30,1
017_U_26,026_U_45,1
017_U_26,030_U_38,1
017_U_26,030_U_40,1
017_U_26,030_U_41,4
017_U_26,030_U_45,1
017_U_26,031_U_17,2
017_U_26,032_U_09,2
017_U_26,032_U_16,1
017_U_26,032_U_28,1
017_U_26,033_U_18,1
017_U_26,033_U_19,5
017_U_26,102_U_07,2
017_U_26,103_U_08,7
017_U_26,103_U_31,1
017_U_26,108_U_03,2
017_U_27,001_D_06,2
017_U_27,003_U_05,1
017_U_27,011_U_02,3
017_U_27,017_U_17,2
017_U_27,017_U_29,4
017_U_27,017_U_36,10
017_U_27,022_U_40,1
017_U_27,025_U_27,1
017_U_27,030_U_40,1
017_U_27,030_U_41,1
017_U_27,033_U_19,2
017_U_27,103_U_09,1
017_U_28,001_D_04,2
017_U_28,001_D_05,4
017_U_28,001_D_06,4
017_U_28,005_U_64,2
017_U_28,006_U_35,2
017_U_28,007_U_15,1
017_U_28,009_U_31,1
017_U_28,009_U_46,1
017_U_28,011_U_02,1
017_U_28,011_U_07,2
017_U_28,016_U_10,1
017_U_28,017_U_18,2
017_U_28,017_U_27,3
017_U_28,017_U_29,5
017_U_28,018_U_01,1
017_U_28,023_U_34,1
017_U_28,025_U_27,2
017_U_28,030_U_32,2
017_U_28,030_U_35,3
017_U_28,030_U_38,1
017_U_28,030_U_41,1
017_U_28,030_U_45,2
017_U_28,032_U_09,1
017_U_28,033_U_18,1
017_U_28,033_U_19,3
017_U_28,036_U_28,1
017_U_28,036_U_29,1
017_U_28,101_U_22,4
017_U_28,102_U_07,1
017_U_28,102_U_08,2
017_U_28,102_U_17,1
017_U_28,102_U_28,1
017_U_28,103_U_08,1
017_U_28,103_U_09,1
017_U_28,103_U_31,1
017_U_28,108_U_03,2
017_U_29,001_D_05,3
017_U_29,001_D_06,1
017_U_29,003_U_05,1
017_U_29,003_U_07,1
017_U_29,006_U_29,1
017_U_29,006_U_31,1
017_U_29,006_U_32,1
017_U_29,006_U_35,2
017_U_29,007_U_15,1
017_U_29,009_U_33,1
017_U_29,011_U_07,2
017_U_29,017_U_27,3
017_U_29,017_U_28,1
017_U_29,017_U_30,1
017_U_29,017_U_36,2
017_U_29,022_U_40,1
017_U_29,023_U_33,2
017_U_29,023_U_34,3
017_U_29,025_U_26,3
017_U_29,025_U_27,2
017_U_29,026_U_45,1
017_U_29,030_U_32,1
017_U_29,030_U_38,1
017_U_29,030_U_41,1
017_U_29,031_U_17,2
017_U_29,032_U_28,2
017_U_29,033_U_18,1
017_U_29,033_U_19,1
