,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,62,0,0,28,0,0,0,0,0,27,0,12,0,0,0,0,0,75,17,0,0,0,1,0,3,51,0,0,0,0,0,0,0,0,0,0,0,145,0,0,17,9,0,0,14,0,0,0,0,0,0,34,31,0,0,0,0,0,55,8,3,67,0,0,11,0,0,0,0,0,4,2,10,0,0,3,82,0,2,0,0,17,28,0,0,0,5,0,4,0,4,0,0,0,15,25,0,0,0
35,0,0,1,0,307,140,480,12,0,243,0,0,150,121,0,0,1,1,11,1,1,0,149,30,11,7,0,0,17,2,1,76,0,0,1419,0,507,62,3,6,0,1,7,31,1,156,128,96,0,56,61,0,7,3,0,0,678,2,0,0,7,1,1269,1292,171,626,21,11,7,5,805,214,0,0,8,4,0,0,2,7,44,19,1697,2,24,45,1,37,2,311,0,204,85,0,0,4362,1,2,0,0,7,2,112,3,0,0,1,0,175,525,6,123,0,794,391,11,2,8
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,565,2,119,1753,0,15,0,0,0,0,0,0,0,0,0,73,0,0,20,5,0,0,0,0,79,0,209,0,0,0,15,0,241,6,0,0,0,0,1,201,151,0,3,3,0,1,0,0,14,50,0,0,136,4,0,47,2,0,52,0,0,566,0,0,735,2,370,334,3,0,0,0,0,165,0,4,313,451,202,0,10,731,2,8,0,53,64,14,10,0,0,715,0,64,0,1,290,315,19,83,0,239,5,245,0,12,16,82,6,245,65,8,0,0
38,0,0,1,0,68,0,212,444,0,48,0,0,6,7,0,0,3,1,0,0,5,0,90,0,7,3,0,0,21,0,86,0,0,0,284,0,286,0,0,0,0,0,8,40,70,12,4,3,1,0,1,0,206,8,9,0,1208,70,0,0,2,1,177,294,0,793,1,13,287,3,627,387,2,0,0,3,0,9,133,1,8,6,1311,0,5,10,0,33,0,207,23,98,3,0,0,6893,0,28,0,0,28,45,82,0,0,25,239,71,397,8,16,12,0,227,380,0,0,3
39,0,0,0,0,91,0,6,1,0,18,0,0,0,0,0,0,0,41,66,0,75,0,0,0,10,90,26,24,36,0,24,0,0,0,0,0,0,0,0,57,0,0,19,186,0,3,192,0,3,0,348,0,0,2,0,0,110,0,0,0,6,0,0,0,11,1,0,0,27,0,0,6,0,0,18,102,34,11,0,0,1,0,0,62,11,0,0,0,0,0,9,5,0,72,0,102,73,0,0,17,0,133,0,9,0,0,0,0,0,4,39,60,34,27,0,0,0,33
40,0,0,1,0,826,0,0,9,0,21,0,0,0,0,0,0,3,38,18,0,47,0,0,0,51,281,9,77,132,3,50,6,0,0,7,0,0,0,70,1,0,0,207,558,32,81,759,1,40,0,1151,1,5,22,0,0,654,0,0,0,25,30,1,0,5,17,4,0,63,50,3,4,0,0,115,532,159,275,0,0,5,4,0,89,191,282,11,0,0,2,115,4,0,825,14,1524,94,2,0,55,100,823,1,148,0,4,2,1,1,39,171,237,115,123,5,6,136,381
41,0,0,28,23,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,13,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,4,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
42,0,0,1,0,336,0,0,1,0,0,0,0,116,42,5,33,92,0,3,0,0,0,0,0,3,0,0,0,0,16,0,62,0,0,0,0,0,0,0,1,0,1,178,0,4,0,0,0,0,0,1,0,0,33,11,0,8,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,30,140,0,0,0,0,0,0,0,0,0,468,0,49,0,0,70,0,0,0,0,0,0,0,0,113,70,0,0,1,6,0,34,113
43,1,1,0,0,1275,0,2,1,0,2,0,11,163,38,5,14,281,0,81,1,0,0,3,0,5,0,0,0,6,16,189,93,0,0,5,0,1,7,23,317,3,42,677,317,43,325,202,2,13,0,131,1,12,36,0,0,310,3,0,0,31,0,0,3,2,11,0,0,2,0,1,1,0,0,89,99,0,365,2,0,12,0,5,94,232,673,0,3,16,1,321,11,0,69,1,2274,21,34,0,1,82,622,2,226,0,1,0,0,0,309,93,135,43,97,45,0,236,649
